Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2020-08-01,30,19.4,S/D,31.4
2020-08-02,28.6,18,S/D,19.7
2020-08-03,29.6,19.6,S/D,0.0
2020-08-04,31.4,20,S/D,0.0
2020-08-05,32.6,21,S/D,0.0
2020-08-06,33,19.8,S/D,0.0
2020-08-07,31.8,20.6,S/D,0.0
2020-08-08,32.6,21.4,S/D,0.0
2020-08-09,34.6,19.8,S/D,0.0
2020-08-10,33.8,19.6,S/D,0.0
2020-08-11,33.4,20.6,S/D,0.0
2020-08-12,32.8,19.4,S/D,0.0
2020-08-13,33.6,20.6,S/D,0.0
2020-08-14,34.2,18.6,S/D,0.0
2020-08-15,34,21.6,S/D,5.6
2020-08-16,32.6,19.8,S/D,0.0
2020-08-17,33.2,20.6,S/D,0.0
