Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2020-11-01,31.6,19.4,S/D,0.0
2020-11-02,32.8,19.8,S/D,0.0
2020-11-03,33.6,21.6,S/D,12.8
2020-11-04,33.8,20.6,S/D,0.0
2020-11-05,34.2,21.4,S/D,0.0
2020-11-06,34.6,20.2,S/D,0.0
2020-11-07,33.8,21.8,S/D,0.0
2020-11-08,33.4,22,S/D,0.0
2020-11-09,34,21.4,S/D,0.0
2020-11-10,31.6,19.6,S/D,6.9
