Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-03-01,33.8,22.4,S/D,6.2
2025-03-02,34.4,22.8,S/D,1.4
2025-03-03,33.2,23.8,S/D,2.0
2025-03-04,34.8,24.4,S/D,3.0
2025-03-05,32.6,24.4,S/D,29.4
2025-03-06,29,22.8,S/D,0.0
2025-03-07,34.4,23.8,S/D,0.0
2025-03-08,34.8,24,S/D,30.4
2025-03-09,31.6,25,S/D,6.0
2025-03-10,31.6,23.6,S/D,0.0
2025-03-11,34,23,S/D,0.0
2025-03-12,35.4,23.4,S/D,3.7
2025-03-13,31.6,24.4,S/D,2.4
2025-03-14,31,24.6,S/D,19.5
2025-03-15,27,22.4,S/D,0.5
2025-03-16,30.4,21.4,S/D,0.0
2025-03-17,34.2,22.4,S/D,0.0
2025-03-18,27.6,24,S/D,4.0
2025-03-19,34.4,23.6,S/D,4.2
2025-03-20,35.4,22.2,S/D,19.0
2025-03-21,30.6,24.2,S/D,6.8
2025-03-22,33.2,24.2,S/D,52.4
2025-03-23,34.6,24.2,S/D,26.7
2025-03-24,34.2,23.8,S/D,62.2
2025-03-25,33.4,23.6,S/D,48.6
2025-03-26,31.2,23.4,S/D,14.3
2025-03-27,32.6,23.8,S/D,4.4
2025-03-28,34.6,23.6,S/D,21.4
2025-03-29,32.8,23.8,S/D,60.5
2025-03-30,34.2,23.2,S/D,12.7
2025-03-31,31.8,23.4,S/D,0.7
2025-04-01,30.6,23.6,S/D,0.3
