Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-04-01,30.6,23.6,S/D,0.3
2025-04-02,33.2,23.4,S/D,29.3
2025-04-03,33.8,23.4,S/D,61.6
2025-04-04,30.6,22.6,S/D,5.6
2025-04-05,32.4,22.6,S/D,24.2
2025-04-06,32.6,22.6,94.0,39.3
2025-04-07,30.2,22.4,S/D,30.8
2025-04-08,32.4,24.4,S/D,16.4
2025-04-09,33.4,23.6,S/D,38.3
2025-04-10,33,22.2,S/D,45.6
2025-04-11,32.6,23.8,S/D,18.8
2025-04-12,33.4,24.6,S/D,1.0
2025-04-13,34.8,23.8,91.1,9.8
2025-04-14,33.8,23.2,S/D,54.2
2025-04-15,32.6,22.8,S/D,0.0
2025-04-16,34.2,23.6,S/D,30.4
2025-04-17,33.6,22.2,S/D,0.0
2025-04-18,S/D,23.8,S/D,S/D
2025-04-19,34.2,22.2,S/D,79.6
2025-04-20,33.6,23.2,91.5,0.0
2025-04-21,34.4,22.6,S/D,0.0
2025-04-22,35,22.4,S/D,0.0
2025-04-23,35.2,22.2,S/D,0.0
2025-04-24,31.6,23.8,S/D,9.7
2025-04-25,34.6,23,S/D,5.9
2025-04-26,32.8,23.4,S/D,15.5
2025-04-27,32.6,23.6,S/D,20.2
2025-04-28,31.2,22,S/D,0.5
2025-04-29,32.2,22.2,S/D,0.8
2025-04-30,S/D,23,S/D,S/D
2025-05-01,33.4,23.8,S/D,77.1
