Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-04-01,S/D,S/D,S/D,0.0
2024-04-02,S/D,S/D,S/D,17.3
2024-04-03,S/D,S/D,S/D,0.0
2024-04-04,S/D,S/D,S/D,0.0
2024-04-05,S/D,S/D,S/D,0.0
2024-04-06,S/D,S/D,S/D,0.0
2024-04-07,S/D,S/D,S/D,6.8
2024-04-08,S/D,S/D,S/D,0.0
2024-04-09,S/D,S/D,S/D,0.0
2024-04-10,S/D,S/D,S/D,4.3
2024-04-11,S/D,S/D,S/D,0.0
2024-04-12,S/D,S/D,S/D,0.0
2024-04-13,S/D,S/D,S/D,0.0
2024-04-14,S/D,S/D,S/D,0.0
2024-04-15,S/D,S/D,S/D,49.3
2024-04-16,S/D,S/D,S/D,0.0
2024-04-17,S/D,S/D,S/D,75.6
2024-04-18,S/D,S/D,S/D,0.0
2024-04-19,S/D,S/D,S/D,38.6
2024-04-20,S/D,S/D,S/D,32.4
2024-04-21,S/D,S/D,S/D,8.2
2024-04-22,S/D,S/D,S/D,0.0
2024-04-23,S/D,S/D,S/D,0.0
2024-04-24,S/D,S/D,S/D,7.8
2024-04-25,S/D,S/D,S/D,0.0
2024-04-26,S/D,S/D,S/D,0.0
2024-04-27,S/D,S/D,S/D,10.4
2024-04-28,S/D,S/D,S/D,0.0
2024-04-29,S/D,S/D,S/D,0.0
2024-04-30,S/D,S/D,S/D,0.0
2024-05-01,S/D,S/D,S/D,0.0
